Application Date,Planned Completion Date,Facility Name,Facility Owner,Operation Type,Permit Number,Project Type,School Address,School Level,School Name,School Website,Status,URL,Description,Planned Start Date
8/16/21,8/16/21,HANCOCK ES,,Emergency Renovation,AN21-000898,Minor Removal Project,,Elementary/Middle,John Hancock Demonstration School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83973418&permit_ID=8929795,HANCOCK ES - REM 24 SF OF FIREPROOFING DEBRIS IN 2ND FLOOR TEACHERS LOUNGE,8/14/21
8/16/21,9/8/21,STRAWBERRY MANSION HS,,Renovation,AN21-000899,Minor Removal Project,,High,Strawberry Mansion High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83973426&permit_ID=8929803,"STRAWBERRY MANSION HS - REM 5 LF ACPFI IN PIPE CHASE 215PC, REM 20 SF OF GLUE DOTS IN 217.",8/18/21
8/16/21,9/8/21,MEREDITH ES,,Renovation,AN21-000902,Minor Removal Project,,Elementary/Middle,William M. Meredith School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83973488&permit_ID=8929850,"MEREDITH ES - REM 22 LF ACPPI IN 201, REM 6 LF ACPI IN 207.",8/18/21
8/17/17,9/1/17,ROOSEVELT ES,,Renovation,AN17-000999,Minor Removal Project,,Elementary/Middle,Theodore Roosevelt School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77201961&permit_ID=3668197,ROOSEVELT ES - REM 660 SF OF VAT & 12 LF ACPI IN ROOM 102.,8/18/17
8/17/17,9/29/17,MCCALL ES,,Renovation,AN17-001004,Incidental Removal Project,,Elementary/Middle,General George A. McCall School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77203170&permit_ID=3668848,"MCCALL ES: REM ""3000"" SF OF VAT FROM AUDITORIUM STAGE.",9/8/17
8/17/17,10/9/17,FRANKFORD HS,,Renovation,AN17-001006,Major Removal Project,,High,Frankford High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77203300&permit_ID=3668934,"FRANKFORD HS - REM 200 SF OF VAT IN ROOM 231, 150 SF OF VAT IN ROOM 118 NEW WING, CAP 3 LF ACPI IN BASEMETN ELECTRIC RM, 11 LF ACPI IN NARROW HALL BTWN AUDITORIUM FAN RM & ELECTRIC RM, CAP 4 LF ACPI IN SOUTH HALL O/S STAIR 2 TO RM 005, CAP 1 LF ACPI IN AUDITORIUM, REM 10 LF ACPI IN 3RD FLR OFFICE NEXT TO STAIR 3, REM 12 LF ACPI IN WOMEN'S STUDENT RESTROOM ACROSS 304, ""REM 80 SF OF VAT IN 3RD FLR NEW WING ROOF ACEESS NEXT TO ELEVATOR"".",8/21/17
8/17/21,8/17/21,LAMBERTON HS,,Renovation,AN21-000907,Non Friable Removal,,Elementary/Middle,Robert E. Lamberton School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83975530&permit_ID=8931334,"LAMBERTON HS - REM 35 SF OF TRANSITE COUNTER TOPS & 20 SF OF TRANSITE SINKS IN 219, REM 48 SF OF VAT IN KITCHEN AREA, REM 10 SF OF VAT IN 115, CAP 2 SF OF TRANSITE COVE BASE IN 201, CAP 5 SF OF TRANSITE COVE BASE IN 204, CAP 2 SF OF TRANSITE COVE BASE IN 206, CAP 4 SF OF TRANSITE COVE BASE IN 211.",8/17/21
8/17/21,9/8/21,GREENBERG ES,,Renovation,AN21-000909,Minor Removal Project,,Elementary/Middle,Joseph Greenberg School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83975726&permit_ID=8931462,GREENBERG ES - REM 15 LF ACPFI IN BOY'S RR PIPE CHASE 304PCB.,8/19/21
8/17/21,9/8/21,HILL FREEDMAN WORLD ACADEMY @ LEEDS,,Renovation,AN21-000908,Minor Removal Project,,Middle/High,Hill-Freedman World Academy,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83975694&permit_ID=8931444,"HILL FREEDMAN WORLD ACADEMY @ LEEDS - REM 16 LF ACPI & 2 LF ACPFI IN KITCHEN PREP/REFRIGERATOR ARE 029, CAP 2 LF ACPI IN NURSES SUITE OFFICE 107, CAP <1 LF ACPI & <1 LF ACPFI IN HALL H14 FROM MAIN OFFICE TO 128, CAP 2 LF ACPI IN DISTRICT 6 OFFICE HALL, REM 15 LF ACPI & <1 LF ACPFI IN 2ND FLOOR GIRLS RR 233.",8/19/21
8/18/21,9/17/21,Beeber School,,Renovation,AN21-000914,Major Removal Project,,Middle/High,The Science Leadership Academy at Beeber,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83217012&permit_ID=8933516,Patch and repair with some removal,8/19/21
8/19/19,9/2/19,NEBINGER ES,,Emergency Renovation,AN19-000849,Major Removal Project,,Elementary/Middle,George W. Nebinger School,,Final Documentation Overd,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80248448&permit_ID=5859799,NEBINGER ES - REM 180 SF OF LINOLEUM IN CLASSROOM 103.,8/20/19
8/19/20,10/3/20,DISSTON ES,,Renovation,AN20-000758,Minor Removal Project,,Elementary/Middle,Hamilton Disston School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82319973&permit_ID=7450473,DISSTON ES - REM 3 SF OF ROPE & 3 SF OF PACKING FROM BOILER #2.,8/21/20
8/19/20,8/23/20,ROXBOROUGH HS,,Renovation,AN20-000757,Minor Removal Project,,High,Roxborough High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82319836&permit_ID=7450394,"ROXBOROUGH HS - REM 12 LF ACPFI & 1 LF ACFPI IN 202/203, REM <1 LF ACPFI IN BAND INSTUMENT STORAGE ROOM 126.",8/20/20
8/19/21,9/30/21,Science Leadership Academy Middle School @ Beeber,,Renovation,AN21-000916,Major Removal Project,,Middle/High,The Science Leadership Academy at Beeber,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83979484&permit_ID=8934418,Removal of various ACM,8/16/21
8/19/21,9/2/21,Masterman HS,,Renovation,AN21-000915,Small Removal Project,,Middle/High,Julia R. Masterman School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83979074&permit_ID=8934139,See notification,8/20/21
8/20/19,9/2/19,VAUX BIG PICTURE HS,,Renovation,AN19-000853,Incidental Removal Project,,Middle,Roberts Vaux School (Closed),,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80251689&permit_ID=5861760,VAUX BIG PICTURE HS - CAP 2 LF ACPI IN CAFETERIA.,8/21/19
8/20/19,9/2/19,KENDERTON ES,,Renovation,AN19-000854,Incidental Removal Project,,Elementary/Middle,Kenderton Elementary School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80251774&permit_ID=5861812,"KENDERTON ES - REM 16 SF OF GLUE DOTS IN 301, REM <1 LF ACPIF & CAP 1 LF ACPFI IN 1ST FLOOR GIRLS RESTROOM, REM 8 SF OF GLUE DOTS IN 400.",8/21/19
8/20/20,1/9/21,BARTON ES,,Renovation,AN20-000767,Minor Removal Project,,Elementary,Clara Barton School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82322812&permit_ID=7452175,BARTON ES - REM 3 SF OF ROPE & 3 SF OF PACKING ON BOILER #1.,8/24/20
8/20/20,9/5/20,ELKIN ES,,Renovation,AN20-000766,Non Friable Removal,,Elementary,Lewis Elkin School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82322802&permit_ID=7452159,ELKIN ES - REM 72 SF OF VAT IN 2ND FLOOR MAIN HALL NEAR ELEVATOR.,8/24/20
8/21/19,10/19/19,MAYFAIR ES,,Renovation,AN19-000856,Small Removal Project,,Elementary/Middle,Mayfair School,,Approved-ABS,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80253930&permit_ID=5862845,"MAYFAIR ES - REM 3 LF ACPFI/ACPI IN BE OFFICE RESTROOM, REM 3 SF OF VAT IN CLASSROOM 106.",9/18/19
8/21/19,9/4/19,Northeast High School,,Renovation,AN19-000857,Minor Removal Project,,High,Northeast High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80254103&permit_ID=5862935,Removal of 20 fittings room 243 fan room and transite 1st floor mock up units 15 SF,8/22/19
8/21/19,11/30/19,LOGAN ES,,Renovation,AN19-000862,Major Removal Project,,Elementary,James Logan School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80254697&permit_ID=5863329,"LOGAN ES - REM ""36"" LF ACPI IN B1, CAP 3 LF ACPI IN BOILER ROOM, CAP 1 LF ACPFI IN HALLWAY H03 OUTSIDE LOGAN CAFE 1, REM 20 LF ACPI IN 207, 24 LF ACPI IN 209, 24 LF ACPI IN 305, 150 SF OF VAT IN 2ND FLOOR COUNSELORS OFFICE, 7 SF OF VAT IN ART ROOM B3.",8/30/19
8/21/19,9/2/19,ETHEL ALLEN ES,,Renovation,AN19-000863,Minor Removal Project,,Elementary/Middle,Dr. Ethel Allen School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80254808&permit_ID=5863403,"ETHEL ALLEN ES - REM 40 SF OF VAT IN 1ST FLOOR HALL 1h OUTSIDE 115b, REM 8 LF ACPI/ACPFI IN 2ND FLOOR HALL 2H OUTSIDE 201, REM 200 SF OF VAT IN 2ND FLOOR HALL OUTSIDE 201, REM ""100"" SF of VAT in Room 214.",8/22/19
8/22/16,11/4/16,BEEBER MS,,Renovation,AN16-001261,Incidental Removal Project,,Middle/High,The Science Leadership Academy at Beeber,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76357551&permit_ID=3112766,"BEEBER MS - REM 1008 SF OF VAT IN ROOM 206, 205 SF OF AT IN 3RD FLOOR MEN'S STAFF ROOM, 284 SF OF VAT IN 3RD FLOOR NURSES OFFICE. **DELETED REM 284 SF OF VAT IN 2ND FLOOR WOMENS STAFF ROOM**",8/24/16
8/22/16,8/23/16,MIFFLIN ES,,Renovation,AN16-001258,Minor Removal Project,,Elementary/Middle,Thomas Mifflin School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76357197&permit_ID=3112509,MIFFLIN ES - REM 7 LF ACPI IN ROOM 202 - CLOSET ON RIGHT SIDE.,8/23/16
8/23/18,8/31/18,HOLME ES,,Renovation,AN18-001021,Minor Removal Project,,Elementary,Thomas Holme School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=78617703&permit_ID=4591004,"HOLME ES - REM 70 SF OF VAT IN FOYER BETWEEN ROOMS 1 AND 2, 180 SF OF VAT IN ROOM 2 & CLOSET, 12 LF ACPI IN ROOM 2-SLOP SINK PIPECHASE.",8/24/18
8/23/18,8/22/18,MAYFAIR ES,,Renovation,AN18-001020,Non Friable Removal,,Elementary/Middle,Mayfair School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=78617679&permit_ID=4590994,MAYFAIR ES - REM 400 SF OF VAT IN ROOM 112.,8/21/18
8/23/19,9/30/19,COOK-WISSAHICKON ES,,Renovation,AN19-000869,Minor Removal Project,,Elementary/Middle,Cook-Wissahickon School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80259658&permit_ID=5866011,"COOK-WISSAHICKON ES - REM 2 LF ACPFI IN KITCHEN, REM 60 SF OF FIREPROOFING DEBRIS IN FAN ROOM ACROSS 202.",8/25/19
8/23/19,9/30/19,RHAWNHURST ES,,Renovation,AN19-000870,Incidental Removal Project,,Elementary,Rhawnhurst School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80259721&permit_ID=5866056,RHAWNHURST ES - REM 50 SF OF VAT IN ROOM 100 CLOSET.,8/25/19
8/24/17,11/3/17,PATTERSON ES,,Renovation,AN17-001038,Minor Removal Project,,Elementary,John M. Patterson School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77238004&permit_ID=3688156,"PATTERSON ES - REM 3 SF OF ROPE & 3 SF OF PACKING FROM BOILER #1, 34 LF ACPI IN BOILER ROOM LARGE STORAGE ROOM ADJ FAN ROOM, CAP 1 LF ACPI IN BOILER ROOM AND CAP 1 LF ACPI IN BE OFFICE, 12 sf of vat in room 108, 7 sf of vat in room 110.",8/25/17
8/24/20,10/2/20,Bache-Martin Elementary School (Bache Building),,Renovation,AN20-000776,Major Removal Project,,Elementary/Middle,Bache-Martin School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82328552&permit_ID=7455003,ACPI & ACPFI,8/25/20
8/24/21,8/27/21,WIDENER GARAGE,,Renovation,AN21-000930,Incidental Removal Project,,Elementary/Middle/High,Widener Memorial School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84100439&permit_ID=9012569,WIDENER GARAGE - CAP <1 LF ACPFI IN MENS' G4 RR & LOCKER ROOM AREA IN FOOD SERVICE.,8/25/21
8/24/21,8/28/21,John H Webster Elementary School,,Renovation,AN21-000926,Non Friable Removal,,Elementary,John H. Webster School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84099066&permit_ID=9011672,"Removal and disposal of transite electrical panel, intact pieces",8/25/21
8/24/21,9/24/21,Bartram High School,,Renovation,AN21-000927,Major Removal Project,,High,John Bartram High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84095929&permit_ID=9011849,ACPI & ACPFI,8/26/21
8/24/21,9/20/21,STEARNE ES,,Renovation,AN21-000933,Non Friable Removal,,Elementary/Middle,Allen M. Stearne School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84100551&permit_ID=9012648,STEARNE ES - REM 50 SF OF GLUE DOTS IN CLASSROOM 100.,8/26/21
8/24/21,10/8/21,GREENBERG ES,,Renovation,AN21-000932,Major Removal Project,,Elementary/Middle,Joseph Greenberg School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84100545&permit_ID=9012643,"GREENBERG ES - REM 8.5 LF ACPFI IN 3RD FLR PC BTWN WOMEN & MENS RR, 7.5 LF ACPFI IN 2ND FLOOR PC BTWN GIRLS & BOYS RR, 20 LF ACPFI IN 1ST FLR PC BTWN GIRLS & BOYS RR, 11.25 LF ACPFI IN 1ST FLOOR PC BTWN STAFF WOMEN & MENS RR, 5 LF ACPFI IN BASEMENT PC BTWN GIRLS & BOYS RR.",8/26/21
8/24/21,9/27/21,MORRIS ES,,Renovation,AN21-000931,Major Removal Project,,Elementary/Middle,Robert Morris School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84100527&permit_ID=9012632,"MORRIS ES - REM 1.75 LF ACPFI IN PC110E, 1.75 LF ACPFI IN PC110C, <1 LF ACFPI IN PC108, REM 3.5 LF ACPFI IN PC102, 2.25 LF ACPFI IN PC102B, 1.25 LF ACPFI IN PC105, 3 LF ACPFI IN PCH16, 5 LF ACPFI IN PC220, 5.5 LF ACPFI IN PC221, 1.5 LF ACPFI IN PC224, 1.5 LF ACPFI IN PC224, 1.5 LF ACPFI IN PC324, 5.5 LF ACPFI IN PC321, 5 LF ACPFI IN PC320, 5 LF ACPFI IN PC420, 5.5 LF ACPFI IN PC421, 1.5 LF ACPFI IN PC424.",8/26/21
8/25/17,9/8/17,HANCOCK ES,,Renovation,AN17-001040,Minor Removal Project,,Elementary/Middle,John Hancock Demonstration School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77238878&permit_ID=3688650,HANCOCK ES - REM 16 SF OF VAT IN PRINCIPALS OFFICE.,8/28/17
8/25/17,8/26/17,COMEGYS ES,,Renovation,AN17-001039,Minor Removal Project,,Elementary/Middle,Benjamin B. Comegys School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77238855&permit_ID=3688632,COMEGYS ES - REM 8 LF ACPFI & 4 SF OF DEBRIS IN KINDERGARTEN CLASSROOM K-1 CLOSET & REM 5 LF ACPFI & 4 SF DEBRIS IN KINDERGARTEN CLASSROOM K-2 CLOSET.,8/26/17
8/25/20,9/4/20,Martin School,,Renovation,AN20-000792,Major Removal Project,,Elementary/Middle,Bache-Martin School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82331648&permit_ID=7456992,Removal of Friable Pipe Insulation,8/26/20
8/25/21,9/8/21,Edward Gideon Elementary School,,Renovation,AN21-000937,Minor Removal Project,,Elementary/Middle,Edward Gideon School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84101219&permit_ID=9013117,Edward Gideon Elementary School,8/18/21
8/25/21,9/8/21,Southwark Elementary School,,Renovation,AN21-000936,Minor Removal Project,,Elementary/Middle,Southwark School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84101163&permit_ID=9013068,Southwark Elementary School,8/18/21
8/26/16,10/14/16,DUNBAR ES,,Renovation,AN16-001287,Minor Removal Project,,Elementary/Middle,Paul L. Dunbar School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76364669&permit_ID=3116320,DUNBAR ES - REM 3 SF OF ROPE & 3 SF OF PACKING FROM BOILERS #1 AND #2.,8/29/16
8/26/19,10/26/19,FRANKFORD HS,,Renovation,AN19-000874,Major Removal Project,,High,Frankford High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80263638&permit_ID=5867922,"FRANKFORD HS - REM 14 LF ACPI IN HALLWAY H02 FROM STAIR #2 TO 005, CAP 1 LF ACPFI IN HALLWAY H02 OUTSIDE CLASSROOM 007, REM 24 LF ACPI IN 113, 24 LF ACPI IN MENS STAFF RESTROOM NEXT TO FORMER MAIN ENTRANCE VESTIBULE, 24 LF ACPI IN 103, CAP 2 LF ACPI IN HALL OUTSIDE CLASSROOMS 117-121, REM 24 LF ACPI IN 217, 24 LF ACPI IN HALL OUTSIDE 202-208, 24 LF ACPI IN HALL OUTSIDE 216-220, 20 LF ACPI IN GYM TEACHER OFFICE, 13 LF ACPI IN HALL FROM MAIN A BLDG TO 1ST FLOOR GYM, REM 32 LF ACPI/ACPFI in Basemen",8/27/19
8/26/21,9/20/21,CAMELOT ACADEMY @ BOONE,,Renovation,AN21-000948,Small Removal Project,,Middle/High,Camelot Academy,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84105477&permit_ID=9016536,CAMELOT ACADEMY @ BOONE,8/30/21
8/26/21,10/1/21,AS JENKS ES,,Renovation,AN21-000949,Non Friable Removal,,Elementary,Abram S. Jenks School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84105487&permit_ID=9016545,"AS JENKS ES - REM 2 SF OF VAT IN 207, 2 SF OF VAT IN 209, 1 SF OF VAT IN 203, 2 SF OF VAT IN STORAGE 203A, 6 SF OF VAT IN STAGE 107.",8/30/21
8/27/18,9/30/20,Woodrow Wilson Middle School,,Renovation,AN18-001039,Major Removal Project,,Middle,Woodrow Wilson School,,Issued-ASB,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=78624326&permit_ID=4593917,"Removal of Floor Tile & Mastic Blackboard Glue Dot, Ceiling Tile Glue Dots, Pipe Insulation & Pipe Fittings through out building",9/10/18
8/27/19,9/2/19,LOGAN ES,,Renovation,AN19-000876,Minor Removal Project,,Elementary,James Logan School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=80291718&permit_ID=5895082,"LOGAN ES - CAP 4 LF ACPI IN B1, CAP 3 LF ACPI IN BOILER ROOM, CAP 1 LF ACPFI IN HALL H03 OUTSIDE LOGAN CAFE 1, CAP 1 LF ACPI IN 207, CAP 4 LF ACPI IN 209, CAP 4 LF ACPI IN 305.",8/28/19
8/27/20,9/12/20,CROSSAN ES,,Renovation,AN20-000800,Incidental Removal Project,,Elementary,Kennedy C. Crossan School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82339169&permit_ID=7461469,CROSSAN ES - CAP <1 LF ACPI IN MAIN OFFICE COMPUTER SERVICE CLOSET 3F.,9/2/20
8/27/20,9/12/20,GREENFIELD ES,,Renovation,AN20-000802,Non Friable Removal,,Elementary/Middle,Albert M. Greenfield School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82339186&permit_ID=7461480,GREENFIELD ES - REM 1 SF OF FLOOR TILE MASTIC IN MAIN OFFICE KITCHEN AREA.,9/2/20
8/27/20,9/12/20,HARDING MS,,Renovation,AN20-000801,Small Removal Project,,Middle,Warren G. Harding School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82339178&permit_ID=7461475,HARDING MS - REM 3 LF ACPIF IN 2ND FLOOR HALL OUTSIDE 211.,9/2/20
8/27/21,10/8/21,CONWELL SCHOOL,,Renovation,AN21-000951,Non Friable Removal,,Middle,Russell H. Conwell School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=84106885&permit_ID=9017576,CONWELL SCHOOL - REM 34 SF OF VAT IN KITCHEN & 5 SF OF VAT IN 209.,8/30/21
8/28/17,9/8/17,ANNE FRANK ES,,Renovation,AN17-001046,Minor Removal Project,,Elementary,Anne Frank School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77243771&permit_ID=3690682,ANNE FRANK ES - REM 5 SF OF VAT IN ROOM 125.,8/29/17
8/28/20,9/30/20,John Patterson Elementary School,,Renovation,AN20-000805,Major Removal Project,,Elementary,John M. Patterson School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82341094&permit_ID=7462525,Removal of Pipe Insulation using Glove bag method.,9/2/20
8/28/20,10/31/20,F Amedee Bregy Elementary School,,Renovation,AN20-000804,Major Removal Project,,Elementary/Middle,F. Amedee Bregy School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=82341003&permit_ID=7462451,Removal of Asbestos Pipe Insulation & Fittings,8/31/20
8/29/16,9/2/16,Global Leadership Academy,,Renovation,AN16-001291,Major Removal Project,,Elementary/Middle,Global Leadership Academy at Huey,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76365554&permit_ID=3116789,Pipe fitting removal on floors 1-4 and patch and repair work in the crawlspace,8/30/16
8/29/18,9/28/18,SOUTHWARK ES,,Renovation,AN18-001052,Minor Removal Project,,Elementary/Middle,Southwark School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=78629648&permit_ID=4596460,"SOUTHWARK ES - REM 3 LF ACPI IN KITCHEN STORAGE, REM 32 LF ACPI IN CLOSET ADJACENT TO LIBRARY, REM 4 SF OF VAT IN 1ST FLOOR PR-K BATHROOM NEXT TO ROOM 115, REM 16 SF OF VAT IN MAIN OFFICE.",8/30/18
8/30/17,9/2/17,F. Amedee Bregy Elementary School,,Emergency Renovation,AN17-001057,Major Removal Project,,Elementary/Middle,F. Amedee Bregy School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77247170&permit_ID=3692432,ACPI and Debris,8/30/17
